Code,Data,Empresa,Membro,Ativo,Qnt. Inicial,Qnt. Final,Saldo
24872,08/2022,LIFEMED INDUSTRIAL DE EQUIP. E ART. MEDICOS E HOSP. S.A,Conselho Administração,Ações,0,0,0
24872,08/2022,LIFEMED INDUSTRIAL DE EQUIP. E ART. MEDICOS E HOSP. S.A,Direto,Ações,0,0,0
18414,08/2022,PADTEC HOLDING S.A.,Conselho Administração,Ações,228.820,228.820,0
18414,08/2022,PADTEC HOLDING S.A.,Direto,Ações,23.326,23.326,0
17450,08/2022,RUMO S.A.,Controlador,Outros,15.781.000,15.781.000,0
17450,08/2022,RUMO S.A.,Controlador,Ações,633.535.144,633.535.144,0
17450,08/2022,RUMO S.A.,Conselho Administração,Ações,2.380.485,2.510.406,0
17450,08/2022,COSAN S.A.,Conselho Administração,Ações,586.231,1.050.246,0
17450,08/2022,COSAN LOGISTICA S.A.,Conselho Administração,Ações,0,0,0
17450,08/2022,RUMO S.A.,Direto,Ações,350.580,411.913,0
17450,08/2022,COSAN S.A.,Direto,Ações,183.206,183.206,0
17450,08/2022,COSAN LOGISTICA S.A.,Direto,Ações,0,0,0
17450,08/2022,RUMO S.A.,Conselho Fiscal,Ações,500,500,0
24929,08/2022,TIM S.A.,Controlador,Ações,1.611.969.946,1.611.969.946,0
24929,08/2022,TIM S.A.,Conselho Administração,Ações,183.462,183.462,0
24929,08/2022,TIM S.A.,Direto,Ações,601.145,601.145,0
18660,08/2022,CPFL ENERGIA S.A.,Controlador,Ações,964.521.902,964.521.902,0
18660,08/2022,CPFL ENERGIA S.A.,Conselho Administração,Ações,23.600,23.600,0
18660,08/2022,CPFL ENERGIA S.A.,Direto,Ações,500,500,0
18660,08/2022,CPFL ENERGIA S.A.,Conselho Fiscal,Ações,0,0,0
17329,08/2022,ENGIE BRASIL ENERGIA S.A.,Controlador,Ações,560.640.791,560.640.791,0
17329,08/2022,ENGIE BRASIL ENERGIA S.A.,Conselho Administração,Debêntures,3.000,3.000,0
17329,08/2022,ENGIE BRASIL ENERGIA S.A.,Conselho Administração,Debêntures,3.056,3.056,0
17329,08/2022,ENGIE BRASIL ENERGIA S.A.,Conselho Administração,Ações,66.655,43.855,0
17329,08/2022,ENGIE BRASIL ENERGIA S.A.,Conselho Administração,Debêntures,84,84,0
17329,08/2022,ENGIE BRASIL ENERGIA S.A.,Direto,Debêntures,250,250,0
17329,08/2022,ENGIE BRASIL ENERGIA S.A.,Direto,Debêntures,265,265,0
17329,08/2022,ENGIE BRASIL ENERGIA S.A.,Direto,Debêntures,380,380,0
17329,08/2022,ENGIE BRASIL ENERGIA S.A.,Direto,Ações,7.250,7.250,0
17329,08/2022,ENGIE BRASIL ENERGIA S.A.,Conselho Fiscal,Ações,4.583,4.583,0
17329,08/2022,ENGIE BRASIL ENERGIA S.A.,Conselho Fiscal,Debêntures,6,6,0
17930,08/2022,RUMO MALHA PAULISTA S.A.,Controlador,Ações,31.878.842.237,31.878.842.237,0
17930,08/2022,RUMO MALHA PAULISTA S.A.,Controlador,Ações,58.947.782.010,58.947.782.010,0
17930,08/2022,RUMO S.A.,Conselho Administração,Ações,78.240,115.257,0
17930,08/2022,RUMO S.A.,Direto,Ações,272.740,297.056,0
20397,08/2022,CONC ECOVIAS IMIGRANTES S.A.,Controlador,Ações,270.386.120,270.386.120,0
17671,08/2022,TELEFÔNICA BRASIL S.A,Conselho Administração,Ações,10.009,10.009,0
17671,08/2022,TELEFÔNICA BRASIL S.A,Conselho Administração,Ações,0,0,0
17671,08/2022,"TELEFÓNICA, S.A.",Conselho Administração,Ações,652.414,652.414,0
17671,08/2022,TELEFÔNICA BRASIL S.A,Direto,Ações,10.000,10.000,0
17671,08/2022,"TELEFÓNICA, S.A.",Direto,Ações,35.834,35.834,0
17671,08/2022,TELEFÔNICA BRASIL S.A,Conselho Fiscal,Ações,0,0,0
17671,08/2022,TELEFÔNICA BRASIL S.A,Conselho Fiscal,Ações,397,397,0
25496,08/2022,Jalles Machado S.A.,Controlador,Ações,77.812,77.812,0
25496,08/2022,Jalles Machado S.A.,Conselho Administração,Ações,11.137.282,11.137.282,0
25496,08/2022,Jalles Machado S.A.,Direto,Ações,131.542,131.542,0
25496,08/2022,Jalles Machado S.A.,Órgãos Técnicos ou Consultivos,Ações,0,0,0
17922,08/2022,BRAZILIAN FINANCE E REAL ESTATE S.A.,Controlador,Ações,239,239,0
17922,08/2022,BRAZILIAN FINANCE E REAL ESTATE S.A.,Controlador,Ações,478,478,0
17892,08/2022,SANTOS BRASIL PARTICIPACOES S.A.,Conselho Administração,Ações,305.924,305.924,0
17892,08/2022,SANTOS BRASIL PARTICIPACOES S.A.,Direto,Ações,4.757.758,4.919.049,0
17892,08/2022,SANTOS BRASIL PARTICIPACOES S.A.,Conselho Fiscal,Ações,1,1,0
17973,08/2022,COGNA EDUCAÇÃO S.A.,Conselho Administração,Ações,31.679.568,31.679.568,0
17973,08/2022,COGNA EDUCAÇÃO S.A.,Direto,Ações,3.605.662,3.605.662,0
17973,08/2022,COGNA EDUCAÇÃO S.A.,Conselho Fiscal,Ações,5.000,5.000,0
17973,08/2022,COGNA EDUCAÇÃO S.A.,Órgãos Técnicos ou Consultivos,Ações,19.941.416,19.941.416,0
18821,08/2022,CCR S.A.,Controlador,Ações,904.304.444,904.304.444,0
18821,08/2022,CCR S.A.,Conselho Administração,Ações,4.016,4.016,0
18821,08/2022,CCR S.A.,Direto,Debêntures,0,0,0
18821,08/2022,CCR S.A.,Direto,Ações,597,597,0
18821,08/2022,CCR S.A.,Conselho Fiscal,Ações,7.508,7.508,0
22454,08/2022,T4F ENTRETENIMENTO S.A.,Controlador,Ações,33.874.125,33.874.125,0
22454,08/2022,T4F ENTRETENIMENTO S.A.,Conselho Administração,Ações,273.152,273.152,0
22454,08/2022,T4F ENTRETENIMENTO S.A.,Conselho Administração,Ações,0,0,0
22454,08/2022,T4F ENTRETENIMENTO S.A.,Direto,Ações,6.500,6.500,0
20575,08/2022,JBS S.A.,Controlador,Ações,1.083.129.897,1.083.129.897,0
20575,08/2022,JBS S.A.,Controlador,Derivativos,0,0,0
20575,08/2022,JBS S.A.,Conselho Administração,Ações,135.917,135.917,0
20575,08/2022,JBS S.A.,Direto,Ações,11.810.776,11.810.776,0
20575,08/2022,JBS S.A.,Conselho Fiscal,Ações,0,0,0
21431,08/2022,HYPERA S.A.,Controlador,OpçãodeCompra,0,0,0
21431,08/2022,HYPERA S.A.,Controlador,OpçãodeVenda,0,0,0
21431,08/2022,HYPERA S.A.,Controlador,Ações,229.548.292,229.548.292,0
21431,08/2022,HYPERA S.A.,Conselho Administração,Ações,948.200,863.200,0
21431,08/2022,HYPERA S.A.,Direto,Ações,692.193,677.193,0
21431,08/2022,HYPERA S.A.,Conselho Fiscal,Ações,200,200,0
21431,08/2022,HYPERA S.A.,Órgãos Técnicos ou Consultivos,Ações,0,0,0
20478,08/2022,PDG REALTY S.A. EMPREEND E PARTICIPACOES,Controlador,Ações,0,0,0
20478,08/2022,PDG REALTY S.A. EMPREEND E PARTICIPACOES,Conselho Administração,Outros,0,0,0
20478,08/2022,PDG REALTY S.A. EMPREEND E PARTICIPACOES,Direto,Outros,0,0,0
20478,08/2022,PDG REALTY S.A. EMPREEND E PARTICIPACOES,Direto,Outros,0,0,0
20478,08/2022,PDG REALTY S.A. EMPREEND E PARTICIPACOES,Conselho Fiscal,Outros,0,0,0
18376,08/2022,CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA,Controlador,Ações,230.856.832,230.856.832,0
18376,08/2022,CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA,Controlador,Ações,5.144.528,5.144.528,0
18376,08/2022,CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA,Conselho Administração,Ações,0,0,0
18376,08/2022,CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA,Conselho Administração,Ações,0,0,0
18376,08/2022,CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA,Direto,Ações,0,0,0
18376,08/2022,CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA,Conselho Fiscal,Ações,0,0,0
18376,08/2022,CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA,Conselho Fiscal,Ações,1.704,1.704,0
19330,08/2022,TPI - TRIUNFO PARTICIP. E INVEST. S.A.,Controlador,Ações,98.729.848,98.729.848,0
19330,08/2022,TPI - TRIUNFO PARTICIP. E INVEST. S.A.,Conselho Administração,Ações,1,1,0
19330,08/2022,TPI - TRIUNFO PARTICIP. E INVEST. S.A.,Direto,Ações,627.438,627.438,0
19330,08/2022,TPI - TRIUNFO PARTICIP. E INVEST. S.A.,Conselho Fiscal,Ações,0,0,0
20010,08/2022,EQUATORIAL ENERGIA S.A.,Conselho Administração,Ações,1.550.000,1.550.000,0
20010,08/2022,EQUATORIAL ENERGIA S.A.,Direto,Ações,6.672.691,6.672.691,0
25780,08/2022,PETRORECÔNCAVO S.A.,Conselho Administração,Ações,14.801.558,14.800.158,0
25780,08/2022,PETRORECÔNCAVO S.A.,Direto,Ações,1.631.098,1.631.098,0
19879,08/2022,LIGHT S.A.,Conselho Administração,Ações,634.100,634.100,0
19879,08/2022,LIGHT S.A.,Direto,Ações,318.100,318.100,0
19879,08/2022,LIGHT SERVICOS DE ELETRICIDADE S.A.,Direto,Debêntures,0,0,0
19879,08/2022,LIGHT S.A.,Conselho Fiscal,Ações,2.800,2.800,0
14605,08/2022,ENERGISA MATO GROSSO-DISTRIBUIDORA DE ENERGIA S/A,Controlador,Ações,54.701.194,54.701.194,0
